id,type,timestamp,rmssd,nremhr,entropy
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-13T00:00:00,96.671,55.023,3.181
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-24T00:00:00,85.262,56.974,3.157
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-30T00:00:00,90.641,58.021,3.305
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-05-24T00:00:00,89.603,57.432,3.148
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-05-30T00:00:00,92.763,61.9,3.448
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-06-05T00:00:00,101.602,59.013,3.532
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-06-20T00:00:00,99.407,52.337,3.196
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-06-26T00:00:00,108.625,52.2,3.29
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-02T00:00:00,92.352,57.651,3.314
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-09T00:00:00,95.101,56.633,3.307
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-15T00:00:00,90.907,63.959,3.504
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-19T00:00:00,94.616,59.798,3.358
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-21T00:00:00,106.337,56.447,3.424
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-23T00:00:00,103.456,60.122,3.472
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-29T00:00:00,103.555,61.086,3.629
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-05-28T00:00:00,103.034,56.75,3.262
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-06-03T00:00:00,102.066,55.898,3.206
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-06-09T00:00:00,99.741,55.074,3.207
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-06-21T00:00:00,107.388,52.056,3.24
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-06-27T00:00:00,97.892,52.4,3.147
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-03T00:00:00,117.517,55.563,3.513
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-10T00:00:00,99.571,55.078,3.429
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-16T00:00:00,96.343,57.33,3.401
621e2e8e67b776a24055b564,Daily Heart Rate Variability Summary,2021-07-27T00:00:00,100.574,56.949,3.456
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-08T00:00:00,29.329,68.511,2.245
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-25T00:00:00,26.461,71.322,2.031
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-11T00:00:00,31.66,64.303,2.425
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-27T00:00:00,27.929,69.438,2.027
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-10-31T00:00:00,18.351,74.716,1.859
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-12T00:00:00,19.37,72.09,2.331
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-29T00:00:00,18.475,77.985,2.233
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-15T00:00:00,27.741,68.667,2.137
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-16T00:00:00,11.181,80.01,1.752
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-03T00:00:00,25.339,66.434,2.329
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-19T00:00:00,40.069,70.962,2.416
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-11T00:00:00,27.327,65.314,2.341
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-24T00:00:00,23.443,68.237,2.161
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-06T00:00:00,27.52,66.607,2.623
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-18T00:00:00,22.627,78.108,2.07
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-30T00:00:00,25.532,66.111,1.981
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-09T00:00:00,37.287,64.383,2.548
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-18T00:00:00,26.393,69.31,2.046
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-17T00:00:00,22.093,72.461,2.168
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-30T00:00:00,27.083,69.704,2.231
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-12T00:00:00,15.593,76.963,1.874
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-24T00:00:00,21.841,71.152,2.044
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-04T00:00:00,38.995,63.776,2.519
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-13T00:00:00,28.802,66.9,2.199
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-22T00:00:00,22.026,74.839,2.239
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-02T00:00:00,18.213,72.132,2.153
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-14T00:00:00,22.09,69.893,2.187
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-27T00:00:00,15.499,75.325,1.964
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-09T00:00:00,23.745,69.182,1.943
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-21T00:00:00,32.598,68.141,2.426
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-01T00:00:00,11.698,79.846,1.247
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-11T00:00:00,36.01,64.1,2.467
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-20T00:00:00,24.163,73.883,1.979
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-04T00:00:00,23.993,71.87,2.161
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-20T00:00:00,10.854,81.61,1.719
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-07T00:00:00,29.701,64.756,2.427
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-23T00:00:00,18.529,76.729,2.123
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-07T00:00:00,25.146,67.326,2.171
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-19T00:00:00,17.466,77.564,2.329
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-02T00:00:00,29.638,67.78,2.457
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-14T00:00:00,31.688,69.48,2.214
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-26T00:00:00,28.245,66.373,2.246
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-06T00:00:00,29.349,70.102,2.439
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-15T00:00:00,30.237,68.439,2.199
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-13T00:00:00,22.452,72.145,2.201
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-26T00:00:00,27.986,68.985,2.339
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-08T00:00:00,25.962,69.413,2.166
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-20T00:00:00,30.37,66.208,2.402
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-31T00:00:00,27.794,66.755,2.516
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-10T00:00:00,27.354,65.657,2.214
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-19T00:00:00,25.178,67.931,2.226
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-05T00:00:00,29.808,65.862,2.345
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-03T00:00:00,24.117,68.909,2.163
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-15T00:00:00,18.916,68.937,2.107
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-28T00:00:00,14.62,78.115,1.741
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-10T00:00:00,28.848,69.036,2.082
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-22T00:00:00,25.411,70.18,2.555
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-03T00:00:00,38.155,62.055,2.406
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-12T00:00:00,33.167,64.675,2.325
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-21T00:00:00,23.467,74.3,2.223
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-09T00:00:00,28.906,67.58,2.217
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-21T00:00:00,25.925,70.957,2.397
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-04T00:00:00,22.094,69.977,2.785
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-16T00:00:00,27.557,67.915,2.234
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-28T00:00:00,21.733,73.466,2.179
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-07T00:00:00,37.282,61.908,2.364
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-16T00:00:00,25.809,69.491,2.308
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-06T00:00:00,21.77,67.923,1.941
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-18T00:00:00,23.59,69.538,1.792
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-01T00:00:00,28.861,68.476,2.356
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-13T00:00:00,27.041,68.34,2.372
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-25T00:00:00,20.38,75.817,1.94
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-05T00:00:00,32.504,67.576,2.488
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-14T00:00:00,30.782,66.743,2.174
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-10T00:00:00,32.647,65.488,2.364
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-11-22T00:00:00,28.02,68.986,2.206
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-05T00:00:00,27.326,68.435,2.623
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-17T00:00:00,30.518,70.88,2.49
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2021-12-29T00:00:00,27.988,66.011,2.297
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-08T00:00:00,32.229,0.0,2.346
621e2eaf67b776a2406b14ac,Daily Heart Rate Variability Summary,2022-01-17T00:00:00,27.536,70.546,2.14
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-07T00:00:00,16.876,79.669,2.246
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-16T00:00:00,30.57,67.244,2.555
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-04T00:00:00,17.796,82.295,1.591
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-13T00:00:00,35.592,61.189,2.926
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-22T00:00:00,27.665,74.836,2.107
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-02T00:00:00,33.447,68.928,2.617
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-15T00:00:00,12.057,87.954,1.669
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-13T00:00:00,33.628,69.479,2.554
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-01T00:00:00,25.383,71.614,2.374
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-10T00:00:00,25.591,76.384,2.293
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-19T00:00:00,23.954,75.3,2.445
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-30T00:00:00,20.334,78.328,2.073
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-12T00:00:00,23.798,75.206,2.377
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-08T00:00:00,26.633,71.753,2.27
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-29T00:00:00,24.414,75.389,2.417
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-11T00:00:00,28.537,64.267,2.76
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-25T00:00:00,16.167,84.383,1.614
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-08T00:00:00,21.127,77.656,2.381
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-09T00:00:00,25.39,73.2,2.222
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-19T00:00:00,26.077,69.806,2.314
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-23T00:00:00,22.914,73.939,2.109
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-03T00:00:00,20.779,77.599,2.223
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-15T00:00:00,27.904,75.599,2.338
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-29T00:00:00,27.668,71.058,2.334
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-14T00:00:00,21.536,76.586,2.116
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-10T00:00:00,23.087,77.487,2.281
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-27T00:00:00,26.688,74.731,2.432
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-07T00:00:00,34.279,67.995,2.561
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-16T00:00:00,29.033,70.669,2.431
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-27T00:00:00,28.729,69.983,2.44
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-07T00:00:00,31.381,66.42,2.587
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-17T00:00:00,30.756,68.64,2.504
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-08T00:00:00,38.021,70.927,2.654
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-20T00:00:00,23.533,75.599,2.241
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-04T00:00:00,31.942,68.179,2.564
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-06T00:00:00,0.0,82.094,0.0
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-18T00:00:00,39.025,65.994,2.679
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-22T00:00:00,23.879,76.325,2.035
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-30T00:00:00,30.432,71.158,2.418
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-12T00:00:00,33.104,64.209,2.694
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-26T00:00:00,29.327,68.194,2.307
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-11T00:00:00,32.349,70.684,2.492
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-14T00:00:00,32.258,63.409,2.367
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-05T00:00:00,27.052,73.712,2.309
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-17T00:00:00,0.0,78.042,0.0
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-31T00:00:00,38.605,65.768,2.728
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-16T00:00:00,30.631,69.192,2.437
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-15T00:00:00,32.043,65.095,2.415
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-21T00:00:00,24.244,74.655,2.049
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-25T00:00:00,26.152,71.498,2.255
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-09T00:00:00,38.378,67.224,2.46
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-21T00:00:00,21.641,81.584,2.142
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-06T00:00:00,24.681,74.044,2.29
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-11T00:00:00,37.352,69.605,2.633
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-02T00:00:00,20.17,77.027,2.211
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-14T00:00:00,37.443,66.425,2.74
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-28T00:00:00,20.745,74.046,2.267
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-13T00:00:00,30.973,75.512,2.412
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-12T00:00:00,39.728,62.449,2.562
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-20T00:00:00,20.437,79.501,1.92
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-06-24T00:00:00,19.359,77.629,2.278
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-06T00:00:00,33.275,70.065,2.227
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-07-18T00:00:00,23.955,75.711,2.513
621e2ed667b776a24085d8d1,Daily Heart Rate Variability Summary,2021-08-01T00:00:00,16.732,78.955,2.182
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-10T00:00:00,21.363,64.688,2.293
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-18T00:00:00,19.553,68.733,2.484
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-24T00:00:00,21.007,69.564,2.831
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-30T00:00:00,17.022,70.438,2.335
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-06T00:00:00,24.824,62.485,2.714
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-12T00:00:00,31.824,64.246,2.187
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-20T00:00:00,32.802,60.876,2.709
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-26T00:00:00,25.599,69.992,2.141
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-01T00:00:00,32.595,57.69,2.685
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-07T00:00:00,18.424,67.06,2.914
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-13T00:00:00,28.576,58.274,2.348
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-19T00:00:00,24.002,65.162,2.167
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-11T00:00:00,19.073,70.307,2.342
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-17T00:00:00,19.816,64.381,2.539
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-23T00:00:00,22.991,63.201,2.302
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-29T00:00:00,27.031,60.528,2.344
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-05T00:00:00,21.754,64.977,2.206
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-11T00:00:00,26.286,62.39,2.026
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-17T00:00:00,29.215,56.824,2.201
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-25T00:00:00,22.864,58.717,2.292
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-31T00:00:00,36.139,53.01,2.65
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-06T00:00:00,20.69,63.772,3.278
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-12T00:00:00,26.398,59.81,2.164
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-18T00:00:00,25.473,61.138,2.268
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-08T00:00:00,22.537,68.14,2.563
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-14T00:00:00,20.065,65.964,2.341
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-16T00:00:00,18.475,70.701,2.444
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-22T00:00:00,19.829,68.214,2.066
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-11-28T00:00:00,19.109,69.346,2.113
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-04T00:00:00,20.954,69.577,2.258
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-10T00:00:00,25.547,59.931,2.206
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-18T00:00:00,27.658,56.707,2.628
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-24T00:00:00,21.318,61.368,2.331
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2021-12-30T00:00:00,27.644,59.599,2.855
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-05T00:00:00,26.252,58.48,2.776
621e2f1b67b776a240b3d87c,Daily Heart Rate Variability Summary,2022-01-11T00:00:00,28.38,57.364,2.445
